"","name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"1278","Dorothy Mary White",4.66666666666667,1.15470053837925,4,104,25,"female","english"
"1279","Yvonne Andrée Eggimann, née Ackermann",6.33333333333333,0.577350269189626,6,283,15,"female","swiss"
"1280","Dorothy May  Sears née Grace",6,0,6,36,29,"female","english"
"1281","Dorothy Rayner",6,0,6,56,25,"female","english"
"1282","Isabelle Metral",6,0,6,1,NA,"female","unknown"
"1283","Dorothy Startin",6,0,6,109,33,"female","english"
"1284","Dr. Frederick Norman White",1.2,0.447213595499958,1,6,48,"male","english"
"1285","Dr. Melville Douglas Mackenzie",2,0,2,147,39,"male","english"
"1286","Dr. Wallace Ruddell Aykroyd",2,0,2,45,32,"male","english"
"1287","Jeanne Margaret Gould",6,0,6,46,20,"female","english"
"1288","Dvara Grail-Power",6,0,6,2,NA,"female","english"
"1289","E. M.  Shapland",8,0,8,1,NA,"female","english"
"1290","Edith Jean McDougall",2,0,2,8,30,"female","english"
"1291","Edith Mary Williamson",6,0,6,155,25,"female","english"
"1292","Edith Moss",8,0,8,1,NA,"female","english"
"1293","Edna Maud Rengert",6,0,6,1,27,"female","english"
"1294","Edward Thomas Rigden",5,0,5,1,26,"male","english"
"1295","Frances Lilian Kaye",6,0,6,1,23,"female","english"
"1296","Eileen Edith Mary Webster née Shanahan",6,0,6,75,28,"female","english"
"1297","Eileen H. L.  Woods",6,0,6,1,NA,"female","english"
"1298","Eileen Steward",8,0,8,1,NA,"female","english"
"1299","Joan McCarogher",6,0,6,1,NA,"female","english"
"1300","Elisabeth Annie Goodman",6,0,6,36,44,"female","english"
"1301","Eichenberger",6,0,6,1,NA,"female","unknown"
"1302","Marguerite Keil",5,1.4142135623731,5,244,29,"female","french"
"1303","Roger Cand",6,0,6,208,22,"male","swiss"
"1304","Henri Elfenbein",6,0,6,1,35,"male","romanian"
"1305","Hilde Metzger",8,0,8,1,19,"female","german"
"1306","Elise Montagu  Kirkpatrick",6,0,6,13,28,"female","english"
"1307","Lina Bachofner",9,0,9,152,38,"female","swiss"
"1308","Elizabeth Annie Cox",8,0,8,72,23,"female","english"
"1309","Elizabeth Brooks",8,0,8,1,NA,"female","english"
"1310","Elizabeth H. Whitehouse",6,0,6,1,NA,"female","english"
"1311","Elizabeth Johnston",6,0,6,1,NA,"female","english"
"1312","Daisy Badel",6,0,6,1,22,"female","swiss"
"1313","Hélène Louise Jaccard",6,0,6,185,26,"female","swiss"
"1314","Elizabeth Rosalie Stack née Smyth",6,0,6,136,23,"female","english"
"1315","Helen Rex Keller",6,0,6,19,44,"female","us-american"
"1316","Maria Cristina Cantilo",4,0,4,24,28,"female","argentinian"
"1317","Henriette Jaccard",9,0,9,7,20,"female","swiss"
"1318","Ellen Blake Geake",6,0,6,13,45,"female","english"
"1319","Elsie A. Smith",6,0,6,1,NA,"female","english"
"1320","Amédée Cantini",7,0,7,151,21,"male","italian"
"1321","Jean-Baptiste Badin",5,0,5,1,53,"male","french"
"1322","Charles Emery",7,0,7,27,21,"male","swiss"
"1323","Rachel Keller",6.33333333333333,0.816496580927726,6,4,32,"female","swiss"
"1324","Pierre André Baechtold",7,0,7,1,24,"male","swiss"
"1325","Elsie Cooper",6,0,6,1,35,"female","english"
"1326","Elsie Dougherty",6,0,6,1,NA,"female","english"
"1327","Doletta Caprin",7,0,7,8,23,"female","italian"
"1328","Jean Marc Jaccard",9,0,9,8,28,"male","swiss"
"1329","Elsie Elizabeth Ware",6,0,6,52,22,"female","english"
"1330","Maria Kelsen",6,0,6,19,23,"female","czech"
"1331","Martha Jaccard",6,0,6,5,24,"female","swiss"
"1332","Margaretha Elisabeth Clara Kempen",7,0,7,59,30,"female","dutch"
"1333","Marcel Jaccoud",9,0,9,24,18,"male","swiss"
"1334","C. E. Engel",3,0,3,1,43,"female","french"
"1335","Johann Wolfgang Metzner",6,0,6,1,20,"male","german"
"1336","Elsie Marjorie Dowsett",6,0,6,62,25,"female","english"
"1337","Elsie Marjory Smith",6,0,6,1,21,"female","english"
"1338","Séraphine Meuwly",9,0,9,5,36,"female","swiss"
"1339","Albert Meyer",7,0,7,1,53,"male","swiss"
"1340","Georges Meyer",4.55555555555556,1.74005108481842,6,1,36,"male","french,french"
"1341","Elsie Ray",7.33333333333333,1.15470053837925,8,1,26,"female","english"
"1342","Jacques Meyer",7,0,7,11,29,"male","swiss"
"1343","Louis Henry Meyer",6,0,6,33,26,"male","swiss"
"1344","Maria Meyer",9,0,9,39,32,"female","swiss"
"1345","Evelyne Meylan",2,0,2,1,NA,"female","swiss"
"1346","Louise Meyll-Vodoz",8,0,8,1,45,"female","swiss"
"1347","Jean Frédéric Meyrat",7,0,7,125,32,"male","swiss"
"1348","Emma Ruth Mcgown",6,0,6,31,29,"female","english"
"1349","Ermyntrude Winifred Watson",6.33333333333333,0.816496580927726,6,146,31,"female","english"
"1350","Giovanni Mezzetti",7,0,7,102,52,"male","italian"
"1351","Georges Michaelis",3,0,3,1,49,"male","german"
"1352","Ernest  Satchwell ",3,0,3,1,46,"male","english"
"1353","Ernest Augustus  Wilson",6,0,6,61,53,"male","english"
"1354","Marthe Michaud",9,0,9,3,38,"female","swiss"
"1355","Emmanuel Michel",3,0,3,16,36,"male","french"
"1356","Jeanne Michel",6.33333333333333,0.577350269189626,6,24,32,"female","french"
"1357","Camille Michelet née Valot",3,0,3,60,27,"female","french"
"1358","Marguerite Michell",6,0,6,1,35,"female","english"
"1359","Nora Irene Michell",6.66666666666667,0.577350269189626,7,131,33,"female","english"
"1360","Daisy Margherita Michels",6,0,6,6,22,"female","italian"
"1361","Violette Louise Michot",9,0,9,1,31,"female","swiss"
"1362","Esther Ivers",6,0,6,1,28,"female","english"
"1363","Kathleen Margaret Midwinter",6,0,6,44,23,"female","english"
"1364","Esther Williams",6,0,6,1,27,"female","english"
"1365","Marie Mielenz",6,0,6,1,38,"female","german"
"1366","Marthe Mieusset",7,0,7,165,16,"female","swiss"
"1367","Louis Emile Miffon",7.5,1,7,61,20,"male","swiss"
"1368","Marthe Miffon",9,0,9,125,30,"female","french"
"1369","Ethel  Milburn",6,0,6,1,33,"female","english"
"1370","F. Milburn",6,0,6,5,NA,"female","english"
"1371","Dragolyoub Miletitch",5.2,0.447213595499958,5,1,42,"male","yugoslav"
"1372","Ida Milhan née Deponti",9,0,9,230,26,"female","swiss"
"1373","George Douglas Millar",2.5,1,3,232,28,"male","english"
"1374","Ethel Hurst Flint",6,0,6,2,49,"female","english"
"1375","Wilfred E. Miller",6,0,6,2,17,"male","english"
"1376","Jean Léon Marie Joseph Louis Millescamps",3,0,3,4,35,"male","french"
"1377","Ethel Jane Crouch",6,0,6,1,42,"female","english"
"1378","Louis Joseph Millet",7.33333333333333,1.36626010212795,7,1,19,"male","french"
"1379","Charles Michel Millioud",9,0,9,201,34,"male","swiss"
"1380","Erwin  Minder",7,0,7,30,24,"male","swiss"
"1381","Percy Croft Minns",2,0,2,1,NA,"male","english"
"1382","Emma Mino",7,0,7,1,16,"female","italian"
"1383","Phyllis Miron",7,1.4142135623731,7,19,25,"female","english"
"1384","Ethel Mallinson",6,0,6,1,NA,"female","english"
"1385","Ethel May Venables",6,0,6,158,35,"female","english"
"1386","Ethel Smith",6,0,6,39,27,"female","english"
"1387","Willy Mohnsam",7,0.707106781186548,7,137,20,"male","swiss"
"1388","Jean Mohr",7,0,7,1,21,"female","swiss"
"1389","Simone Marie Moine",9,0,9,1,21,"female","french"
"1390","Eva Elizabeth Snell",6,0,6,1,33,"female","english"
"1391","Eva Florence Scott",6,0,6,18,19,"female","english"
"1392","Marie Louise Molina",6.85714285714286,1.02710518202619,6,9,23,"female","swiss"
"1393","Eva Jackson",6.66666666666667,1.15470053837925,6,1,28,"female","english"
"1394","Evangelina Anne Forde",6,0,6,11,34,"female","english"
"1395","Emile Molino",9,0,9,1,25,"male","italian"
"1396","Eveline Any Mulch",6,0,6,1,37,"female","english"
"1397","Georges Monnard",9,0,9,30,31,"male","swiss"
"1398","Jean Monnet",1,0,1,44,31,"male","french"
"1399","Lydia Monnet",9,0,9,NA,NA,"female","swiss"
"1400","Alfred Francois Monod",0,0,0,19,42,"male","french"
"1401","Elizabeth Monroe",3.75,1.38873014965883,3,42,26,"female","english"
"1402","Capitaine Francois Monroe",4,0,4,38,34,"male","french"
"1403","Montandon",9,0,9,NA,NA,"female","unknown"
"1404","Eliane Monteanu",3,0,3,281,30,"female","french"
"1405","Marcel Louis Bernard Montgenet",6.4,0.547722557505166,6,57,20,"male","french"
"1406","Herbert Moos",5,0,5,1,NA,"male","unknown"
"1407","Francois Morand",9,0,9,1,30,"male","swiss"
"1408","Evelyn Annie Curry",6,0,6,272,30,"female","english"
"1409","Evelyn Batten",8,0,8,1,NA,"female","english"
"1410","Evelyn Joyce Chivers",6,0,6,9,22,"female","english"
"1411","Evelyne Chynoweth",6,0,6,1,35,"female","english"
"1412","Abel Constant Jules Georges Moreau",6,0,6,17,47,"male","french"
"1413","Georges Morel",6.2,0.447213595499958,6,230,22,"male","swiss"
"1414","M. Morel",7,0,7,1,NA,"male","unknown"
"1415","F. Buckland",6,0,6,1,NA,"female","english"
"1416","Francois Moret",6,0,6,37,28,"male","swiss"
"1417","Lily Moret",9,0,9,22,31,"female","swiss"
"1418","Andrée Moreteau",3,0,3,6,NA,"female","french"
"1419","Maggie Morfey",6,0,6,1,NA,"female","english"
"1420","René Morier",7,0,7,1,23,"male","swiss"
"1421","Louise Morin",6,0,6,1,NA,"female","french"
"1422","Adèle Morisetti",9,0,9,16,34,"female","swiss"
"1423","Juliette Mornand",7,0,7,1,22,"female","french"
"1424","Frédéric A. de Morpurgo",5,0,5,44,34,"male","italian"
"1425","Lionel de Morpurgo",4.5,2.12132034355964,4.5,1,NA,"male","italian"
"1426","F. Geraldine Delf",2,0,2,1,NA,"female","english"
"1427","Marie Rose Mort",9,0,9,2,39,"female","french"
"1428","Bianca Mosca",6,0,6,15,27,"female","italian"
"1429","Alice Moschetti",7,0,7,22,16,"female","french"
"1430","Louis Mosiman",9,0,9,1,30,"male","swiss"
"1431","Faith Johnson",8,0,8,120,22,"female","english"
"1432","Alice Mosimann",9,0,9,90,21,"female","swiss"
"1433","Faith Mary Freeman",6,0,6,1,33,"female","english"
"1434","Flora Gerald Fermor",7,1.4142135623731,7,1,NA,"female","english"
"1435","Flora Helen Norris Walter",6,0,6,1,39,"female","english"
"1436","Florence Louise Poate",6,0,6,1,26,"female","english"
"1437","Florence May Shaw",5.5,0.707106781186548,5.5,161,29,"female","english"
"1438","Alice Marie Mottet",7,0,7,15,19,"female","swiss"
"1439","Florence Shimwell",6,0,6,-8,41,"female","english"
"1440","Charles Louis Mottier",3.5,0.707106781186548,3.5,-1,38,"male","swiss"
"1441","Margaret Stoddart Nelson née Brown",6,0,6,47,25,"female","english"
"1442","Léon Mouvillat",6.5,0.707106781186548,6.5,67,33,"male","french"
"1443","Madeleine Mugny",9,0,9,17,25,"female","swiss"
"1444","Joseph Muhle",9,0,9,2,40,"male","swiss"
"1445","Charles Mulatier",9,0,9,9,36,"male","swiss"
"1446","Frances Ingram Pittendrigh",6,0,6,125,34,"female","english"
"1447","Emma Mullep",8,0,8,12,38,"female","swiss"
"1448","Hélène Mullier",6,0,6,1,16,"female","swiss"
"1449","Louis Constant Edgard Muller",2.88888888888889,0.600925212577332,3,225,36,"male","french,french"
"1450","Marie Muller",7,0,7,15,29,"female","swiss"
"1451","Philippe Muller",7,1.4142135623731,7,160,47,"male","swiss"
"1452","Victor Edward Mulvany",6,0,6,1,23,"male","argentinian"
"1453","Joan Neville",6,0,6,1,31,"female","english"
"1454","Louis H. J.  Munier",6,0,6,176,48,"male","swiss"
"1455","G. G.  Cook",6,0,6,15,NA,"female","english"
"1456","George Anthony Mostyn",3,0,3,1,27,"male","english"
"1457","George Rayner Ellis",3,0,3,3,27,"male","english"
"1458","George Robert Read",6,0,6,118,29,"male","english"
"1459","Gustave  Munsch",9,0,9,1,28,"male","swiss"
"1460","Joseph Muratori",9,0,9,1,46,"male","swiss"
"1461","Annie Muriset",6,0,6,27,28,"female","swiss"
"1462","Albert William James Mursell",7,0,7,83,16,"male","english"
"1463","Reine Musfeld",9,0,9,11,47,"female","swiss"
"1464","Jeanne Elisa Léonie Musitelli",9,0,9,14,27,"female","italian"
"1465","Raymonde Musnik",7,0,7,1,15,"male","italian"
"1466","Henry Musy",8,0,8,176,44,"male","swiss"
"1467","Henry Raymond Musy",7,0,7,61,21,"male","swiss"
"1468","P.  Musy",6,0,6,1,NA,"female","french"
"1469","George William Rowe",6,0,6,1,52,"male","english"
"1470","Rollo Mugli Myers",3,0,3,16,28,"male","english"
"1471","Carmen Marcelle Louise Naccary-Milau",3,0,3,1,27,"female","french"
"1472","Irma Naef",6,0,6,29,16,"female","swiss"
"1473","Elisabeth Jeanne Josephine Naire",6.4,0.894427190999916,6,1,34,"female","french"
"1474","Emerich Nagy",7,0,7,48,47,"male","swiss"
"1475","Yaroku Nakai",8,0,8,7,NA,"male","unknown"
"1476","Geraldine  Francis",6,0,6,1,NA,"female","english"
"1477","Katherine Natzio",3,0,3,1,27,"female","english"
"1478","Joseph Navarro",5.5,0.707106781186548,5.5,11,52,"male","swiss"
"1479","Emile Nebel",9,0,9,1,45,"male","swiss"
"1480","Gertrude Alice Collings",6,0,6,17,33,"female","english"
"1481","Gertrude Elizabeth Agnes Ellis-Epstein",6,0,6,156,29,"female","english"
"1482","Lily Nemitz",8,0,8,1,41,"female","russian"
"1483","Flora Neppl née Lenenberger",6.5,0.707106781186548,6.5,180,15,"female","swiss"
"1484","Pierre Neri",7,0,7,28,34,"male","swiss"
"1485","Gertrude Ellen Mclellan",6,0,6,27,36,"female","english"
"1486","Ernest  Nerny",9,0,9,35,33,"male","swiss"
"1487","Karen Neumann",5,1.4142135623731,5,10,30,"female","dane"
"1488","Jean Neveu",8,0,8,1,20,"male","french"
"1489","Gertrude Freidman",6,0,6,1,33,"female","english"
"1490","John Benjamin Nevill",3,0,3,1,30,"male","english"
"1491","Fred Otis Newman",6,0,6,1,24,"male","us-american"
"1492","Claude Adrian Nicol",7,0,7,5,19,"male","english"
"1493","William Herbert Nicol",5,0,5,77,50,"male","english"
"1494","D. L.  Potter ",6,0,6,1,NA,"female","english"
"1495","Gladys Irene Preston",6,0,6,10,30,"female","english"
"1496","Ludovico Pompeo de Nicolai",6,0,6,149,30,"male","italian"
"1497","Suzanne Nicolas",6,0,6,180,26,"female","french"
"1498","Nicolas Nicolaiew",3,0,3,3,34,"male","bulgarian"
"1499","Louis Nicole",9,0,9,1,28,"male","swiss"
"1500","Gladys Johnson",6,0,6,1,34,"female","english"
"1501","Manuel Robert Paul Emile Nicole",6,0,6,-1,27,"male","swiss"
"1502","Laure Nicolet",7,0,7,1,NA,"female","unknown"
"1503","Boris Nicolsky",6,0,6,14,45,"male","yugoslav"
"1504","Gordon  Graham",5,0,5,316,29,"male","english"
"1505","Grace Elvina Matterson",6,0,6,9,26,"female","english"
"1506","Ernest Niederer",9,0,9,12,35,"male","swiss"
"1507","Edgar Emil Manicus Nielsen",3,0,3,2,31,"male","english"
"1508","Félix Niemira",6,0,6,220,32,"male","polish"
"1509","Gwenllian Vera Ward",5.25,0.957427107756338,5.5,1,53,"female","english"
"1510","Inazo Nitobe",1,0,1,88,57,"male","unknown"
"1511","Walther Noehring",7,0,7,-4,58,"male","german"
"1512"," Olive Ruth Mary Dempsey",6,0,6,2,22,"female","english"
"1513","Cosette Catherine Nonin",6,0,6,1,27,"female","french"
"1514","Marie Johanna Henriette Nooriman",6,0,6,3,35,"female","dutch"
"1515","Sidney William Northy",5,0,5,4,29,"male","english"
"1516","H. Marjorie Child",6,0,6,1,NA,"female","english"
"1517","Myra Eleanor Annie Nott",6,0,6,236,25,"female","english"
"1518","FLora Noverraz",9,0,9,39,28,"female","swiss"
"1519","Giula Nuvoloni",6,0,6,NA,NA,"female","italian"
"1520","Violet Mary Nye",6,0,6,7,31,"female","english"
"1521","Johanna Herbedina Nyenhuis",7,0,7,1,17,"female","dutch"
"1522","Emile Nyffeler",9,0,9,69,34,"male","swiss"
"1523","Mona Nyhuus",6,0,6,7,21,"female","norwegian"
"1524","John Thomas Oakes",5,0,5,104,35,"male","english"
"1525","Captain Williams Oakley",3,0,3,1,50,"male","english"
"1526","Winfred Muriel Oberdorff née McKay",7.57142857142857,0.786795792469443,8,315,16,"female","english"
"1527","Helen Dougal Armet",6,0,6,9,27,"female","english"
"1528","Helen Joyce Vicary",5,1.4142135623731,5,109,26,"female","english"
"1529","Louise Oberle",6.71428571428571,0.487950036474267,7,125,20,"female","french"
"1530","Elie Obici",9,0,9,1,NA,"male","unknown"
"1531","Terence Henry O'Brien",3,0,3,3,24,"male","english"
"1532","Charles Obrist",9,0,9,1,39,"male","swiss"
"1533","Jules Albert Obrist",7,0,7,1,NA,"male","unknown"
"1534","Joseph Vincent O'Connor",5,0,5,94,54,"male","english"
"1535","Horace Odier",7,0,7,48,20,"male","swiss"
"1536","Léon Camille Odier",6,0,6,1,21,"male","swiss"
"1537","John O'Donnell",6,0,6,14,31,"male","english"
"1538","Helen Saunders-Foley",5.5,1,6,191,25,"female","english"
"1539","Helene Biller",6,0,6,1,28,"female","english"
"1540","Elizabeth Claire O'Hara",6,0,6,225,41,"female","irish"
"1541","Seiichi Oikawa",8,0,8,106,14,"male","unknown"
"1542","Edmeé Olivier",7,0,7,2,NA,"female","unknown"
"1543","Eugène Antoine Olivier",7,0,7,1,32,"male","swiss"
"1544","Jeanne Olivier",6,0,6,164,24,"female","french"
"1545","Marcelle Olivier",8,0,8,165,31,"female","swiss"
"1546","Louis Ollietti",7.5,0.707106781186548,7.5,150,18,"male","swiss"
"1547","Charles Omessa",6,0,6,55,43,"male","french"
"1548","L. W.  O'Neil",3,0,3,2,33,"female","english"
"1549","Cecilia Bernardine Oppenheimer",4.5,1,4,228,39,"female","dutch"
"1550","Werner Oppikofer",3,0,3,1,24,"male","swiss"
"1551","Henri Charles Oppliger",9,0,9,32,26,"male","swiss"
"1552","Gerard O'Rooney",3,0,3,21843,-1764,"male","english"
"1553","Henry Cyril Kerr",3,0,3,1,37,"male","english"
"1554","Sylviane  Orsero",6,0,6,1,20,"female","italian"
"1555","Henry Dobell",6,0,6,1,45,"male","english"
"1556","André Ottavy",7.66666666666667,1.15470053837925,7,14,25,"male","french"
"1557","Robert Ottavy",9,0,9,1,22,"male","french"
"1558","Jean W. Otten",7,0,7,1,26,"male","swiss"
"1559","Helen Otten née Golding",6.22222222222222,0.666666666666667,6,280,28,"female","swiss"
"1560","Suzanne Otten",6,0,6,1,NA,"female","unknown"
"1561","M. C.  Owen",6,0,6,1,NA,"female","english"
"1562","Maxime Aristide Ouvrard",6,0,6,134,29,"male","french"
"1563","Marguerite Jaccoud",7,0,7,1,NA,"female","unknown"
"1564","Rolande Jaccoud",9,0,9,18,20,"female","swiss"
"1565","Winifred Harvie Duncan",5.5,1,6,-5,50,"female","english"
"1566","Henriette Engel, née Pasche",9,0,9,48,NA,"female","unknown"
"1567","Willy Enzler",6,0,6,104,30,"male","swiss"
"1568","Arthur Erb",6.22222222222222,0.440958551844098,6,177,21,"male","swiss"
"1569","Erwin Richard Ernst",9,0,9,4,35,"male","swiss"
"1570","Marie Pache née Maillefer",9,0,9,32,32,"female","swiss"
"1571","Paul Jean Pache",9,0,9,1,33,"male","swiss"
"1572","Ethel Fryer Paczensky",5.5,0.707106781186548,5.5,234,31,"female","english"
"1573","Vera Kathleen Padbury",6,0,6,1,38,"female","english"
"1574","Margaret Alice Paddle née Stewart",6,0,6,14,24,"female","english"
"1575","Gaston Pade",9,0,9,1,31,"male","swiss"
"1576","Yvonne Padrutt-Meylan",8,0,8,138,37,"female","swiss"
"1577","Edgar Pagan",7,0,7,1,23,"male","swiss"
"1578","Antoinette Paggi",9,0,9,1,42,"female","swiss"
"1579","Louis Pagin ",7,0,7,1,35,"male","swiss"
"1580","Carlo Paglierini",9,0,9,5,20,"male","italian"
"1581","Hilary Aidar St. George  Saunders",3.33333333333333,0.577350269189626,3,-2,40,"male","english"
"1582","Hilda Annie Sanders",6,0,6,36,26,"female","english"
"1583","Alice Eulalie Marguerite  Pahud",9,0,9,34,36,"female","swiss"
"1584","Kathleen Mary Pain",6,0,6,21,27,"female","english"
"1585","Darnley Walter Palmer",5,0,5,3,58,"male","english"
"1586","Felicity Amy Palmer",5,1.73205080756888,6,25,24,"female","english"
"1587","Hilda Kathleen Ada Coulstock",6,0,6,1,44,"female","english"
"1588","Marian Jackson",6,0,6,1,24,"female","english"
"1589","L. H.  Pao",6,0,6,5,NA,"female","french"
"1590","Hilda Mary Westron",6,0,6,39,26,"female","english"
"1591","Irma Papis",7,0,7,14,25,"female","swiss"
"1592","Ahakuntala Paranjpye",8,0,8,12,27,"female","indian"
"1593","Elisa Paris",9,0,9,162,46,"female","swiss"
"1594","Hilda May Jenkins",6,0,6,234,33,"female","english"
"1595","Iona Evelyn Griffin",7,1.4142135623731,7,33,19,"female","english"
"1596","Irène  Taylor-Schneiders",8,0,8,3,30,"female","english"
"1597","Irene Florence Redmore  Dealler née Stallard",6,0,6,25,27,"female","english"
"1598","Irene May Watson",6,0,6,1,34,"female","english"
"1599","Isabella Haxton Mitchell",6,0,6,1,28,"female","english"
"1600","Lucien Paris",7,0,7,1,17,"male","swiss"
"1601","Madeleine Paris",5,0,5,128,31,"female","french"
"1602","Isabella Mabel Howard Palmer née Norton",6,0,6,54,26,"female","english"
"1603","John Francis Chalmers Park",5,0,5,3,37,"male","english"
"1604","André René Parready",3,0,3,3,23,"male","french"
"1605","Madeleine Parricaud",9,0,9,1,23,"female","french"
"1606","Isambard Carlyle  Perrott",6,0,6,283,26,"male","english"
"1607","Muriel Sordes Ellis",6.66666666666667,1.211060141639,6.5,1,31,"female","english"
"1608","Juliette Pascalis",9,0,9,27,34,"female","swiss"
"1609","Marc Albert Pascalis",9,0,9,292,31,"male","swiss"
"1610","André Pasche",7,0,7,1,NA,"male","unknown"
"1611","Paul Pasche",9,0,9,75,47,"male","swiss"
"1612","Ivy B. Barclay",6,0,6,48,22,"female","english"
"1613","Catherine Pastuhov née Ouvaroff",5.25,1.5,6,226,25,"female","czech"
"1614","Vladimir Dimitrievitch Pastuhov",3.57142857142857,1.98805959477601,2,196,25,"male","czech"
"1615","Thomas Paterson",2.33333333333333,1.15470053837925,3,1,44,"male","english"
"1616","Purushottam Shankar Patke",6,0,6,55,22,"male","indian"
"1617","Ivy Ethel Eggar Perrott née Jefferis",7,1.15470053837925,7,108,25,"female","english"
"1618","Marguerite Pattay",6.71428571428571,0.755928946018454,7,32,21,"female","swiss"
"1619","Pavey",9,0,9,18,NA,"female","unknown"
"1620","Reginald Wills Tremayne Pearse",5,0,5,3,29,"male","english"
"1621","Samuel Peclard",6,0,6,1,NA,"male","french"
"1622","Thérèse Peclard",6,0,6,1,NA,"female","french"
"1623","L. Pecoud",9,0,9,1,NA,"female","unknown"
"1624","Ivy Muriel Stacey",6,0,6,5,22,"female","english"
"1625","Suzanne Pedroletti",6.375,0.517549169506766,6,67,31,"female","italian"
"1626","Ivy Townsend",7,0,7,27,21,"female","english"
"1627","Tatiana de Peganow",4.66666666666667,1.15470053837925,4,-3,20,"female","lithuanian"
"1628","Germaine Pellaton née Dufour",8,0,8,129,23,"female","swiss"
"1629","Giuseppe Pellati",7,0,7,1,NA,"male","unknown"
"1630","Edouard Albert Pellet",7,0,7,1,43,"male","swiss"
"1631","Georges Pellet",7,0,7,4,19,"male","swiss"
"1632","Harold Godden Pellett",5,0,5,5,28,"male","english"
"1633","Daisy Elisa Pelz née Clark",6,0,6,255,18,"female","swiss"
"1634","G. Pennell",6,0,6,1,NA,"female","english"
"1635","Janet Frances Taylor",7,1.15470053837925,7,58,32,"female","english"
"1636","Mario Bernard Perrenoud",6,0,6,42,31,"male","swiss"
