"name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"Gianna Spargella",6,0,6,22,37,"female","italian"
"Frank Samuel Roulet",6,0,6,136,32,"male","swiss"
"Charles Rossat",7,0,7,1,NA,"male","swiss"
"Charlotte Lamuniere, née Simon",6.33333333333333,0.577350269189626,6,46,40,"female","swiss"
"Andrée Lambert",7,0,7,158,21,"female","swiss"
"Lambert-Lamond",0,0,0,1,NA,"male","unknown"
"Hélène Zanoni",6,0,6,215,22,"female","italian"
"Alexander William Rattray",7,0,7,131,16,"male","english"
"Marcelle Lamiable",9,0,9,174,31,"female","french"
"Willy Rauber",9,0,9,1,28,"male","swiss"
"V.  Lamm",0,0,0,1,NA,"male","russian"
"Charlotte Reut",9,0,9,61,28,"female","swiss"
"Constance Louise Rauschert",6,0,6,109,30,"female","swiss"
"Claire Jaquat",6,0,6,1,40,"female","swiss"
"Margareta Lammasch",4,0,4,79,30,"female","austrian"
"Gustave Badel",9,0,9,1,42,"male","swiss"
"Claude Marguerite Ada Juliette Munier",6,0,6,32,23,"female","swiss"
"Giuseppe Raviglione",6,0,6,1,24,"male","italian"
"Clémentine Lanovaz",6,0,6,7,40,"female","swiss"
"Pierette Ezeline Lamuniere, née Mirandoli",6,0,6,25,31,"female","swiss"
"Daniel Anet",5,0,5,1,26,"male","swiss"
"Alan Norman Lancaster",5,0,5,18,30,"male","british"
"Daniel Aubort",9,0,9,1,34,"male","swiss"
"Daniel Théodore Angst",9,0,9,14,34,"male","swiss"
"Céclie Marie Lance",8,0,8,2,30,"female","swiss"
"Jane Lance",7,0,7,1,17,"female","swiss"
"John Pawley Bate",2,0,2,1,NA,"male","english"
"Denise Marceline Hornung",6,0,6,29,21,"female","swiss"
"Martha Clara Landre-Lang",7.33333333333333,1.15470053837925,8,18,41,"female","swiss"
"Denyse Maus",6,0,6,1,20,"female","swiss"
"Albin Richard Rebello",4.5,2.12132034355964,4.5,56,35,"male","indian"
"Robert Landry",7,0,7,1,NA,"male","unknown"
"Dolly Goretta",6,0,6,1,NA,"female","swiss"
"Donald Henry Burford",6,0,6,26,25,"male","swiss"
"Dora Papis née Cougn",7,1.4142135623731,7,105,24,"female","swiss"
"Dr.  Raymond Pierre Léon Gautier",1.8,0.836660026534076,2,83,39,"male","swiss"
"Edmée Krumenacher",6,0,6,3,26,"female","swiss"
"Edouard Marc Rosset",9,0,9,47,33,"male","swiss"
"Fernand Reck",9,0,9,1,21,"male","swiss"
"Edvige Perelli",6,0,6,1,24,"female","swiss"
"Henriette Rieber-Mohn",6,0,6,198,35,"female","norwegian"
"Eliane Bruel",8,0,8,13,29,"female","swiss"
"Lanthen Jacob von ",9,0,9,12,27,"male","swiss"
"Francis Lapaluid",8,1.4142135623731,8,9,20,"male","swiss"
"Emilie Lapierre",7,0,7,1,NA,"female","unknown"
"Laplace",9,0,9,168,49,"female","swiss"
"Césarine Redard",9,0,9,191,36,"female","swiss"
"Elisa Stucki",6,0,6,17,29,"female","swiss"
"José Lasso de la Vega",2,0,2,1,NA,"male","panamanian"
"Louis Clovis Henri Baud",9,0,9,203,30,"male","french"
"Elisabeth de Regel",6,0,6,52,28,"female","swiss"
"Elisabeth Hélène Cavillier",6,0,6,4,35,"female","swiss"
"Elisabeth Juliard",9,0,9,5,38,"female","swiss"
"Daniel Reelfs",9,0,9,1,NA,"male","unknown"
"Claire Victorine La Touche",6,0,6,15,31,"female","british"
"Marius Regamey",9,0,9,13,39,"male","swiss"
"Renée Baud née Longchamp",7.66666666666667,0.577350269189626,8,254,22,"female","swiss"
"Alfred Georges Regamey",6,0,6,2,24,"male","swiss"
"Auguste Regamey",8.33333333333333,1,9,239,29,"male","swiss"
"Madeleine Baudier-Girard",6,0,6,1,22,"female","french"
"Renéx de Latour",9,0,9,1,19,"male","french"
"Elise Emma Decosterd",8,0,8,13,34,"female","swiss"
"C. Baudouin",7,0,7,1,NA,"male","unknown"
"Jean Jacques Auguste Laufer",4.66666666666667,1.15470053837925,4,223,29,"male","swiss"
"Alfred Baumann",4,0,4,113,31,"male","swiss"
"Alice de Regel",6,0,6,3,24,"female","swiss"
"Marie De Regel",6,0,6,103,32,"female","swiss"
"Ralph Carlisle",3,0,3,3,NA,"male","english"
"Alfred James Laughton",7,0,7,17,16,"male","english"
"Jacques Lauper",9,0,9,2,NA,"male","unknown"
"Juliette Gabrielle Pauline Baunard",6,0,6,15,28,"female","french"
"Louis Raymond Regis",7,0,7,93,20,"male","italian"
"Elysa Emilienne Caroline Paris",7.2,1.03279555898864,8,272,24,"female","swiss"
"Edna Louisa Reid",7,0,7,5,24,"female","english"
"Elizabeth Rosa Baunaz née Wachter",9,0,9,20,25,"female","swiss"
"Albert Renaud",8,0,8,164,23,"male","swiss"
"P.H. Renauleaud",3,0,3,1,NA,"male","french"
"Léonard Laurent",9,0,9,1,33,"male","swiss"
"Edmond Eugéne Butterworth",4,0,4,202,26,"male","british"
"Baxter",6,0,6,16,NA,"female","english"
"Alfred Joseph Victor Renn",9,0,9,155,36,"male","french"
"Ernest Emile de Bay",7.75,0.957427107756338,7.5,139,23,"male","swiss"
"Gustave Lavanchy",0,0,0,1,21,"male","swiss"
"Arthur Henry Stock Butterworth",3,0,3,285,27,"male","british"
"John Lavorel",7,0,7,1,21,"male","swiss"
"Oscar Retornaz",8,1.4142135623731,8,9,34,"male","swiss"
"Juliane Emilie de Bay",7,0,7,8,15,"female","swiss"
"A. Robert Reuhi",7,0,7,25,NA,"male","swiss"
"Pierre de  Bay",7,0,7,1,18,"male","swiss"
"Marie Antoinette Bayard",7,0,7,1,16,"female","swiss"
"Emile Reuhi",8,0,8,45,49,"male","swiss"
"Wilhelm von Bayer",4,0,4,3,32,"male","austrian"
"Martha Juliana Reuhi",9,0,9,101,41,"female","swiss"
"van Eysinga",0,0,0,1,NA,"male","dutch"
"Robert Reuhi",6,0,6,14,17,"male","swiss"
"Leslie William Bear",6,0,6,90,20,"male","english"
"Baldwin",0,0,0,1,NA,"male","english"
"Fernandez y Medina",0,0,0,1,NA,"male","uruguayan"
"Germaine Rey",7,0,7,287,24,"female","swiss"
"Hélène Rey",7,0,7,12,23,"female","swiss"
"Edmond Beaujon",6,0,6,1,26,"male","swiss"
"Rose Rey",6,0,6,1,NA,"female","unknown"
"Jean  Beausire",9,0,9,1,30,"male","swiss"
"Ralph Butler",3,0,3,111,47,"male","british"
"Norman Hampden Grey Lawless",3,0,3,121,38,"male","british"
"Emile Auguste Leonnard",7,0,7,1,39,"male","swiss"
"Louis Layat",5.5,0.707106781186548,5.5,166,34,"male","swiss"
"Charles Lazzarelli",7.66666666666667,1.15470053837925,7,21,21,"male","swiss"
"Daniel Arthur Leak",4,0,4,63,55,"male","british"
"Emile Louis Joseph Leban",5,0,5,158,35,"male","french"
"Suzanne Lebin",6,0,6,337,NA,"female","french"
"Emile Mariot",7,0,7,1,23,"male","swiss"
"Héléne Leckie",6,0,6,25,16,"female","dutch"
"Charles Le Comte",7,0,7,3,20,"male","swiss"
"Roger Le Coultre",7,0,7,6,19,"male","swiss"
"Jean Felix Le Dantec",6,0,6,48,30,"male","french"
"Charles Lederrey",6,0,6,28,23,"male","swiss"
"Edouard Charles Leemann",9,0,9,236,24,"male","swiss"
"Annette Lefevre",9,0,9,15,29,"female","french"
"Edmond Lefevre",7,0,7,1,24,"male","french"
"Germaine Lefevre",6,0,6,1,25,"female","french"
"Rosine Lefevre",6,0,6,1,26,"female","french"
"Etienne Chiorino",9,0,9,14,23,"male","swiss"
"Eugène Croix",7,0,7,1,28,"male","swiss"
"Eugène Grisel",7,0,7,36,56,"male","swiss"
"Francine Leglise",9,0,9,39,25,"female","french"
"Alois Beboux",9,0,9,1,47,"male","swiss"
"Gilbert-Henri Beboux",6,0,6,1,21,"male","swiss"
"Ursula Bech",9,0,9,12,NA,"female","unknown"
"Louis Jules Bechard",8,0,8,230,40,"male","swiss"
"Joan Helena Bedale",3,0,3,1,30,"female","british"
"Margit Beelitz",6,0,6,1,22,"female","swiss"
"Charles Beer",6.33333333333333,0.577350269189626,6,163,40,"male","hungarian"
"Fréderic Beer",9,0,9,72,NA,"male","unknown"
"Eugènie Saegesser-Wagnière",8,0,8,1,34,"female","swiss"
"F. Behrens",7,0,7,1,NA,"male","swiss"
"France Maget",6.66666666666667,1.15470053837925,6,-1,23,"female","swiss"
"François Albert Leuba",7,0,7,59,26,"male","swiss"
"Fridolin Raber",8.5,0.707106781186548,8.5,225,18,"male","swiss"
"Helena Kulikowska",6,0,6,2,26,"female","polish"
"Gabrielle Zufferey-Macheret",9,0,9,75,26,"female","swiss"
"Gaspard Augustin Albrecht",7.66666666666667,1.15470053837925,7,239,39,"male","swiss"
"Encarnación Aragon",6,0,6,188,32,"female","spanish"
"Louis Lehmann",7,0,7,2,39,"male","swiss"
"Berthe Leingruber",9,0,9,20,28,"female","swiss"
"Alice Leonard Leith",4,0,4,67,33,"female","british"
"Paul Bellak",0,0,0,1,NA,"male","austrian"
"Gaston Schorderet",9,0,9,1,19,"male","swiss"
"Gaston Vallotton",9,0,9,1,18,"male","swiss"
"Henri Auguste Lemaire",7.5,0.707106781186548,7.5,154,23,"male","swiss"
"Marguerite Lemaire",6.4,0.547722557505166,6,305,14,"female","swiss"
"Jules Léon",5,0,5,192,46,"male","french"
"Joseph Belleau",3,0,3,1,35,"male","canadian"
"Aimé Bellino",9,0,9,4,47,"male","swiss"
"Odette Belujon",0,0,0,1,24,"female","french"
"Philippe Bemberg",2,0,2,1,26,"male","french"
"Vito  de Benedetto",4,0,4,1,28,"male","italian"
"Alan  Bennett",5,0,5,76,26,"male","british"
"Benoit Gaston",7,0,7,1,22,"male","swiss"
"Honorine Benoit née Poncioni",7,1,7,298,18,"female","swiss"
"Ida Benoit",9,0,9,39,36,"female","swiss"
"Edouard Benz",9,0,9,5,18,"male","swiss"
"Louis Benz",7,0,7,1,NA,"male","unknown"
"Olli Linnéa Fredrika Augusta Svedberg",6,0,6,3,27,"female","swedish"
"Edouard Reymond",6,0,6,128,51,"male","swiss"
"Frederic Alphonse Reymond",7,0,7,272,36,"male","swiss"
"Jean Pierre Reymond",3,0,3,2,37,"male","swiss"
"Frédéric Francois de Reynold",8,0,8,6,26,"male","swiss"
"Carlo Rezzonico",6,0,6,8,23,"male","swiss"
"Nelly Huguette Rezzonico",6,0,6,123,17,"female","swiss"
"Marie Ribiollet",9,0,9,5,40,"female","french"
"Georgette Calame",8,0,8,1,16,"female","swiss"
"Georgette Roulet-Gaulis",6,0,6,80,27,"female","swiss"
"Germaine Haug",6.28571428571429,0.755928946018454,6,76,28,"female","swiss"
"William Vaughan Richards",5,0,5,1,46,"male","english"
"Renaud Emile Louis Richez",6,0,6,256,34,"male","unknown"
"Clary Rickli",6,0,6,22,25,"female","swiss"
"Edith Rieder",9,0,9,255,33,"female","swiss"
"Beda Rieder",7,0,7,14,40,"male","swiss"
"G. Riesbeck",8,0,8,1,NA,"female","unknown"
"Germaine Roberty",6,0,6,2,21,"female","swiss"
"Le Neveu",4,0,4,1,NA,"male","unknown"
"Benoît Leon-Dufour",2,0,2,NA,NA,"male","french"
"Iréne Isabel Butler",4,0,4,212,19,"female","english"
"Henri Bussien",9,0,9,8,35,"male","swiss"
"Edouard Burnier",9,0,9,1,33,"male","swiss"
"Flora Macdonald Burley",4,0,4,34,29,"female","english"
"René Burkin",9,0,9,13,21,"male","swiss"
"Charles Burkin",7,0,7,42,19,"male","swiss"
"Charles Burki",9,0,9,8,41,"male","swiss"
"Captain Ugo Leone",4,0,4,72,27,"male","italian"
"Germaine Savoy",8,0,8,13,24,"female","swiss"
"Charles L'Eplattenier",9,0,9,9,65,"male","swiss"
"Paul Leuba",6.5,0.707106781186548,6.5,175,24,"male","swiss"
"Violetta Fanny Leuba née Bähler",5,0,5,125,28,"female","swiss"
"Eugène Leudet de la Vallée",3,0,3,177,42,"male","french"
"Gilbert Arlaud",7,0,7,3,20,"male","swiss"
"Aldwyth Lewers",6,0,6,12,NA,"female","australian"
"Claire Geiger",6,0,6,129,22,"female","swiss"
"Jean-Baptiste Victor Joseph Lhoest",6,0,6,264,32,"male","unknown"
"Gustave Guignard",7,0,7,1,54,"male","swiss"
"H. E.  Chavannes",6,0,6,1,NA,"male","swiss"
"Hedwige Allenbach",9,0,9,1,31,"female","swiss"
"Grace Mary Golay née O'Sullivan",6,0,6,14,34,"female","swiss"
"Aimé l'Hote",7,0,7,108,15,"male","french"
"Fernand Aimé Liard",6,0,6,23,25,"male","swiss"
"Denise Elisa Liaudet née Bladié",9,0,9,312,16,"female","swiss"
"Louise Dorothée Caroline Goll",6,0,6,208,35,"female","swiss"
"Yette Lieugme",6,0,6,1,24,"female","swiss"
"Hélène Archinard",8,0,8,227,36,"female","swiss"
"Gunhild Lippestad",4,0,4,239,35,"female","norwegian"
"Jacques André Lippetz",6,0,6,226,20,"male","swiss"
"Gabrielle Lippetz-Piccard",5.6,1.51657508881031,6,168,39,"female","swiss"
"Francis Ira Lloyd",4,0,4,143,43,"male","british"
"Hélène Lochet",6,0,6,115,22,"female","swiss"
"Margery Lockett",6,0,6,37,NA,"female","british"
"T. Lodge",2,0,2,18,NA,"male","british"
"Esther Logoz",5,0,5,9,33,"female","swiss"
"Hermann Lohse",9,0,9,118,31,"male","swiss"
"Joséphine Lonfat",9,0,9,3,43,"female","swiss"
"Walter Loridan",6,0,6,11,23,"male","unknown"
"Edith Loriol",9,0,9,1,NA,"female","unknown"
"James Lothian",4.5,0.707106781186548,4.5,198,30,"male","british"
"Boris Lourie",6,0,6,1,NA,"male","unknown"
"Héléne Bonnet",8,0,8,11,34,"female","swiss"
"Gaetano Lucchesi",6,0,6,1,40,"male","italian"
"Gustave Lude",7,0,7,1,19,"male","swiss"
"Marcel Ludi",7,0,7,54,24,"male","swiss"
"Hélène Couvoisier",7,0,7,6,18,"female","swiss"
"Mireille Lupin née Arquier",7,0,7,234,20,"female","french"
"Huguette Ada-Jeanne Lupo",7,0,7,1,16,"female","italian"
"Renée Luquin",9,0,9,1,32,"female","swiss"
"Blanche Lyard",7,0,7,14,38,"female","french"
"Gerasimos Lychnos",2,0,2,NA,NA,"male","greek"
"Hélène Martingay née 1895",6,0,6,4,30,"female","swiss"
"Georgette Yvonne Burgi",6,0,6,5,21,"female","swiss"
"Florence Burgess",7,0,7,208,19,"female","english"
"Hélène Maystre",7,1.4142135623731,7,-6,28,"female","swiss"
"Hélène Mottier née Burger",6,0,6,205,25,"female","swiss"
"Henri Berthoud",8,0,8,2,33,"male","swiss"
"Henri Corboz",9,0,9,25,31,"male","swiss"
"Iréne Jesper Bull",8,0,8,1,29,"female","english"
"Enid Buley",8,0,8,13,24,"female","english"
"Henri G. Richter",5,0,5,3,43,"male","swiss"
"Henri Gaillet",7,0,7,56,23,"male","swiss"
"Laura Johanna Buhr, née Baarslag",5,0,5,77,28,"female","dutch"
"Elisabeth Buhler",6,0,6,1,22,"female","swiss"
"Adéle Buhler",9,0,9,1,24,"female","swiss"
"Henri Perret",7,0,7,1,40,"male","swiss"
"Henriette Bataillard née Weick",6,0,6,179,22,"female","swiss"
"Mrs. Frida Imfeld",5.5,1,6,2,41,"female","swiss"
"Henriette Croptier",7,0,7,61,17,"female","swiss"
"Henry Annen",7,0,7,6,27,"male","swiss"
"Germaine Yvonne Buet",6,0,6,7,31,"female","french"
"Inès Mabel Patry",6,0,6,6,24,"female","swiss"
"Irène Dorothée Sechehaye",6,0,6,27,25,"female","swiss"
"Jacqueline Adeline Henriette George",6,0,6,16,21,"female","swiss"
"Lina Bucklin",9,0,9,1,26,"female","swiss"
"Captain C. Buckle",3,0,3,7,35,"male","english"
"Jacqueline Terrisse",6,0,6,3,20,"female","swiss"
"Roger Bucher",7,0,7,1,23,"male","swiss"
"Jane Fillion",6,0,6,1,26,"female","swiss"
"Jean  Arnold",7,0,7,6,21,"male","swiss"
"Jean  Curdy",6,0,6,1,35,"male","swiss"
"Jean Dawint",8,0,8,1,NA,"male","swiss"
"Alfred Otto Bucher",6,0,6,178,26,"male","swiss"
"Margaret Bryant",6,0,6,9,56,"female","english"
"Jean James Pagnod",6,0,6,198,26,"male","swiss"
"Lina Brusaferro",7,0,7,1,19,"female","swiss"
"René Brunner",9,0,9,8,40,"male","swiss"
"Jean Metry",7,0,7,1,20,"female","swiss"
"Dora Brukowsky",4,0,4,226,30,"female","english"
"Max Brunner",8,0,8,110,25,"male","swiss"
"Ida Bruckner",9,0,9,1,47,"female","swiss"
"Kathleen Bruccoleri, neé Wilks",8,0,8,1,40,"female","italian,english"
"May Frances Browne",6,0,6,76,23,"female","irish"
"Lela Brown",6,0,6,1,NA,"female","canadian"
"James Alistair Brown",3,4.24264068711928,3,76,29,"male","english"
"Marjorie Brown",6,0,6,20,NA,"female","english"
"Flora Brown",3,0,3,3,NA,"female","english"
"Annie Kathleen Brown",7,0,7,255,23,"female","english"
"Charles Brotschy",7,0,7,1,NA,"male","swiss"
"Jean Robert Bader",6,0,6,183,25,"male","swiss"
"Pierre Bron",9,0,9,125,25,"male","swiss"
"Jules Bron",9,0,9,1,NA,"male","swiss"
"Jeanne  Wille",8,0,8,49,42,"female","swiss"
"Charlotte van den Broecke",6,0,6,1,NA,"female","unknown"
"Helen Beatrice Brodie",8,0,8,50,35,"female","english"
"Katharina Broberg",6,0,6,13,31,"female","swedish"
"Dr. Ivan Brlic",2,0,2,1,NA,"male","yugoslav"
"Jeanne Julie Messerli",6,0,6,1,36,"female","swiss"
"Jeanne Louise Naef",6,0,6,16,40,"female","swiss"
"Nelly Briquet",6,0,6,1,22,"female","swiss"
"Edouard Briquet",6,0,6,163,22,"male","swiss"
"Ernest Briner",9,0,9,232,24,"male","swiss"
"Brijlal Nehru",2,0,2,1,NA,"male","indian"
"Jeanne Briffaud",7,0,7,49,21,"female","swiss"
"Antonia Briffaud",7,0,7,109,18,"female","swiss"
"Jeanne Louise Pittet",8,0,8,1,41,"female","swiss"
"Alice Bricolens",9,0,9,47,37,"female","swiss"
"Alfred Bricolens",9,0,9,5,39,"male","swiss"
"Jeanne Maria Uldry née Loutan",9,0,9,234,33,"female","swiss"
"Robert Brelaz",9,0,9,1,45,"male","swiss"
"Jean Breit",9,0,9,1,34,"male","swiss"
"Maurice Breguet",9,0,9,1,23,"male","swiss"
"Germaine Breguet, neé Rey",9,0,9,39,27,"female","swiss"
"Charles Albert Bregnard",5,0,5,253,41,"male","french"
"Madeleine Breda",9,0,9,1,25,"female","italian"
"Madeleine Brechbuhl",9,0,9,3,30,"female","swiss"
"Pierre Rigoli",8,1.4142135623731,8,5,22,"male","swiss"
"Gustave Rinert",7,0,7,3,67,"male","swiss"
"Fernand Paul Riols",8,0,8,1,23,"male","french"
"Jean Riondel",6,0,6,1,24,"male","swiss"
"Alice MacGregor Ritchie",7,0,7,19,24,"female","south_african"
"Jeanne Ritter",9,0,9,1,0,"female","swiss"
"Henry Rivera",7,0,7,218,22,"male","swiss"
"Jeanne Roche-Enard",6,0,6,167,30,"female","swiss"
"Jeanne Vuille",6,0,6,1,47,"female","swiss"
"John Henri Berthoud",6,0,6,1,27,"male","swiss"
"Julia Barres",6,0,6,1,27,"female","swiss"
"Julienne Christine Piachaud née Mayras",3.5,1.91485421551268,3,6,32,"female","swiss"
"Juliette Adèle Dumont",6,0,6,220,27,"female","swiss"
"Juliette Barge",8,0,8,1,19,"female","swiss"
"Charles Robert",6,0,6,48,62,"male","swiss"
"Juliette Berard-Cas",6,0,6,116,25,"female","swiss"
"Henri Robert",5,0,5,1,25,"male","french"
"Frederic Rupert Hapgood",1.66666666666667,2.08166599946613,1,319,24,"male","british"
"Lilette Duvoisin",6.8,1.09544511501033,6,14,22,"female","swiss"
"Clive Hardy",3.5,1,3,307,33,"male","british"
"Lina Meisenbach",6,0,6,2,35,"female","swiss"
"Liséle Marcelle Bourgeois",6,0,6,2,27,"female","swiss"
"Loraine Vouga",6,0,6,1,21,"female","swiss"
"Louis Chevalier",7.66666666666667,1.15470053837925,7,92,43,"male","swiss"
"Louis Elie",6,0,6,12,38,"male","swiss"
"Esther Charlotte Harrison",8,0,8,51,26,"female","british"
"Louis Emile Hinderberger",8,0,8,259,26,"male","swiss"
"Louis Gobbi",7,0,7,1,NA,"male","swiss"
"Ernest Sindefield Harston",3.33333333333333,2.08166599946613,4,55,36,"male","new_zealander"
"Ellen Hart",5,1.4142135623731,5,49,26,"female","british"
"Henriette Lucile Hartmann née Thiallier",4,0,4,177,20,"female","swiss"
"Harriet Hartridge",6,0,6,11,24,"female","us-american"
"Sigurd Hartz-Rasmussen",4,0,4,115,26,"male","dane"
"Louis Gros",9,0,9,1,35,"male","swiss"
"André Haubrechts",7,0,7,7,23,"male","swiss"
"Germaine Hauckelt",7,0,7,1,NA,"female","swiss"
"Louis Simon",7,0,7,1,31,"male","swiss"
"Louisa Léonie Zuber née Velan",9,0,9,17,25,"female","swiss"
"Louise Boulaz",8,0,8,9,18,"female","swiss"
"Ernest Charles Haury",6,0,6,313,22,"male","swiss"
"J.  Hausermann",7,0,7,1,NA,"female","unknown"
"Paule Juliette Klein",6,0,6,1,27,"female","swiss"
"Adrien Hautier",9,0,9,13,33,"male","swiss"
"M.  Hautrive",3,0,3,1,NA,"male","french"
"Charles Thadée Marie-Madeleine Oscar Havard",3,1.4142135623731,3,318,NA,"male","french"
"Viktor Havlas",6,0,6,7,38,"male","czech"
"A.  Hayes",0,0,0,1,NA,"female","unknown"
"Louise Gysin",6,0,6,147,31,"female","swiss"
"Victor Clifford Hayes",7,0,7,1,21,"male","british"
"R.  Hazelton",0,0,0,8,NA,"male","english"
"Lucie Hebert",6,0,6,240,34,"female","swiss"
"Lucie Kurth",6,0,6,1,21,"female","swiss"
"Lydia Binet",8,0,8,1,34,"female","swiss"
"Lydie Delay",7,1.4142135623731,7,1,29,"female","swiss"
"Camille Dubois",6,0,6,1,44,"male","swiss"
"Mabel Beatrice Pagnod-Pollington",8,0,8,114,25,"female","swiss"
"Constance Charlotte Heath",6,0,6,118,25,"female","british"
"Madeleine  Gerst",8,0,8,1,25,"female","swiss"
"Madeleine Bonderet",7,0,7,1,17,"female","swiss"
"Madeleine de Loes",6,0,6,1,26,"female","swiss"
"Madeleine Ferrazzino",8,0,8,1,36,"female","swiss"
"Madeleine Pasche",6,0,6,3,28,"female","swiss"
"Henri Hefti",9,0,9,146,32,"male","swiss"
"Hans Hegetschweiler",7,0,7,1,NA,"male","unknown"
"Marcel Cornioley",9,0,9,1,17,"male","swiss"
"Jeanne Heimbrod",5,0,5,14,33,"female","swiss"
"Marcel Weyeneth",8,0,8,1,28,"male","swiss"
"Elsieceleste Henderson",4,0,4,22,26,"female","canadian"
"Marcel Henno",6,0,6,1,18,"female","french"
"Emlie Léon Henneberger",1,0,1,143,44,"male","swiss"
"Léon Henry",9,0,9,32,27,"male","swiss"
"Maria Henseler",5,0,5,5,33,"female","german"
"Marian de Henzel",6,0,6,3,51,"male","polish"
"Mery Lizelle Herbert née Reymond",7.33333333333333,1.15470053837925,8,214,23,"female","french"
"Ethel Herdman",6,0,6,12,33,"female","british"
"Florence Herdman",6,0,6,7,31,"female","british"
"Gustave Paul Henri Hermin",7,0,7,137,23,"male","swiss"
"Emilia Claire Hernya",6,0,6,42,27,"female","australian"
"Germán Herrera",6,0,6,25,42,"male","peruvian"
"Nafla Herrera-Dugenne",7,0,7,3,19,"female","peruvian"
"Liba Hersch",6,0,6,186,42,"female","polish"
"Alfred Hersley",1,0,1,67,49,"male","austrian"
"Johannes Hertz",7,0,7,1,21,"male","dutch"
"Paul Eugène François  Herve",3,0,3,61,42,"male","french"
"Marcelle Beranger",8,0,8,3,28,"female","swiss"
"Ida Herzog",7,0,7,1,16,"female","swiss"
"Marie Céline Herzog",7.33333333333333,0.577350269189626,7,226,22,"female","swiss"
"Marcelle Laravoire",8,0,8,12,19,"female","swiss"
"Marcelle Perrin née Perrenod",6,0,6,1,23,"female","swiss"
"Willy Eugène Hess",8,0,8,23,NA,"male","swiss"
"Marguerite  Terry",6,0,6,1,25,"female","swiss"
"Marguerite Bally-Besseli",8,0,8,1,39,"female","swiss"
"Marguerite Beyeler",8,0,8,1,27,"female","swiss"
"Marguerite Delapraz",6,0,6,1,29,"female","swiss"
"Marguerite Elzingre",6,0,6,1,17,"female","swiss"
"Marguerite Hominal",6,0,6,1,20,"female","swiss"
"Marguerite Keller",7.33333333333333,1.15470053837925,8,-2,28,"female","swiss"
"Marguerite Marie Deshusses née Chamoux",6,0,6,205,27,"female","swiss"
"Marguerite Ramelet",8,0,8,8,38,"female","swiss"
"Dorothea H. Robinson",3,0,3,3,22,"female","english"
"Emile Roch",9,0,9,1,34,"male","swiss"
"Edouard Rochat",9,0,9,18,29,"male","swiss"
"Emile Rochat",8.5,1,9,1,28,"male","swiss"
"Louis Rochat",7,0,7,1,21,"male","swiss"
"Yvonne Rochat",6,0,6,19,15,"female","swiss"
"John Davison Rockefeller",6,0,6,2,22,"male","us-american"
"A.W. Rockett",6,0,6,1,17,"male","english"
"Blanche Rod",9,0,9,5,24,"female","swiss"
"Marguerite Sinner",8,0,8,1,30,"female","swiss"
"A. Rodhouse",7,0,7,8,NA,"male","english"
"Blanche Rosine Roduit",9,0,9,195,32,"female","swiss"
"Maurice Alphonse Roduit née Hirt",9,0,9,246,22,"male","swiss"
"Mathilde Roget",9,0,9,23,31,"female","swiss"
"Edmond Henri Robert Rogivue",3,0,3,6,29,"male","swiss"
"Walter Rohrer",8,1.4142135623731,8,4,39,"male","swiss"
"Ellen Rolfsen",6,0,6,41,25,"female","norwegian"
"Guillaume Eugène Romieux",6,0,6,25,41,"male","swiss"
"André Hesse",3,0,3,18,36,"male","french"
"Marie Alberico-Zanetto",9,0,9,130,26,"female","swiss"
"Ingrid Heum",6,0,6,32,24,"female","norwegian"
"Marie Daase née Aeschimann",6,0,6,1,41,"female","swiss"
"Phyllis von der Heyde",6,0,6,204,31,"female","british"
"Roger Heymann",6,0,6,1,0,"male","unknown"
"Marie Isabelle Archinard",3,0,3,13,33,"female","swiss"
"Marie Kuratle",6,0,6,14,20,"female","swiss"
"Folke Hillgerdt",3,0,3,231,33,"male","swedish"
"Marie Louise Merkli",6,0,6,199,27,"female","swiss"
"Renée Jane Sennwald",6,0,6,123,23,"female","swiss"
"Marie-Louise  Villard",8,0,8,1,19,"female","swiss"
"Marjorie Lattmann, née Fearnside",6,0,6,1,24,"female","swiss"
"Marthe Vichet",8,0,8,1,48,"female","swiss"
"Martin Jorand",8.4,0.894427190999916,9,252,27,"male","swiss"
"Mathilde Louise Plock née Hominal ",6,0,6,12,36,"female","swiss"
"Maurice Rothen",5,0,5,1,42,"male","swiss"
"Max Erwin Romy",6,0,6,67,23,"male","swiss"
"Miryem Gedance",6,0,6,1,22,"female","swiss"
"Mrs Marie Edmée Hantz",6,0,6,103,54,"female","swiss"
"Mrs. Lucie Hakanaver",4,0,4,-4,29,"female","swiss"
"Odette Bienz",6,0,6,1,22,"female","swiss"
"Odette Correvon",8,0,8,1,17,"female","swiss"
"Odette Jeanne Souvairan",6,0,6,3,26,"female","swiss"
"Odette Magnin née Gros",6,0,6,129,28,"female","swiss"
"Alma Hirschburger",8,0,8,144,48,"female","swiss"
"Paul Croisier",9,0,9,1,19,"male","swiss"
"Paul Edmond Bach",7,0,7,30,17,"male","swiss"
"Paulette Honegger",6,0,6,1,29,"female","swiss"
"Peter René Oscar Bally",2.5,2.51661147842358,2,1,28,"male","swiss"
"Philippe Gander",7,0,7,2,34,"male","swiss"
"Marie Marjorie Hissett",7,0,7,101,46,"female","irish"
"Mathilde Hitzschke",8,0,8,32,32,"female","german"
"Paul Otto Immanuel Hjelt",4,2.82842712474619,4,174,30,"male","finish"
